gene_name	avg_error_rate_diff	n_calls	abs_error_rate_diff	performance	max_diff
TTC37	-1.411485470368284e-7	38	1.411485470368284e-7	locityper_better	0.28441214311209245
TTLL1	-5.601810949196814e-7	38	5.601810949196814e-7	locityper_better	0.28441214311209245
TUBGCP6	-3.293271217143195e-5	38	3.293271217143195e-5	locityper_better	0.28441214311209245
TYK2	-5.069550687042479e-4	38	5.069550687042479e-4	locityper_better	0.28441214311209245
TYMS	-3.819248691815731e-4	38	3.819248691815731e-4	locityper_better	0.28441214311209245
UGT2A1	-5.500737385221208e-7	38	5.500737385221208e-7	locityper_better	0.28441214311209245
UNKL	-1.5824633990495514e-4	37	1.5824633990495514e-4	locityper_better	0.28441214311209245
USP8	1.0033533215536213e-6	38	1.0033533215536213e-6	cosigt_better	0.28441214311209245
UVSSA	-2.2728364722566876e-6	38	2.2728364722566876e-6	locityper_better	0.28441214311209245
VANGL1	-1.1919881088082745e-6	38	1.1919881088082745e-6	locityper_better	0.28441214311209245
VKORC1	-2.29679277924176e-4	38	2.29679277924176e-4	locityper_better	0.28441214311209245
ZAN	-3.100629454110601e-5	38	3.100629454110601e-5	locityper_better	0.28441214311209245
ZNF141	2.238192862902979e-6	38	2.238192862902979e-6	cosigt_better	0.28441214311209245
ZNF419	-1.9389874999977696e-5	38	1.9389874999977696e-5	locityper_better	0.28441214311209245
ZNF469	-1.0031262232890205e-6	38	1.0031262232890205e-6	locityper_better	0.28441214311209245
